UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	5
0	1
0	1
0	0
0	3
0	3
0	19
0	2
0	0
0	7
0	0
0	0
2	13
0	0
0	12
0	7
0	0
3	27
0	1
1	3
1	9
0	0
6	5
1	4
0	2
5	0
3	2
0	1
0	32
0	6
0	2
0	2
0	0
0	14
0	8
0	0
0	5
0	0
0	15
0	1
0	0
0	17
1	7
0	4
3	2
0	8
0	2
0	7
0	13
4	0
0	19
1	5
0	5
2	0
1	0
0	2
0	8
7	0
19	0
1	0
1	0
9	0
4	0
0	7
0	9
0	2
6	17
0	13
0	5
0	14
0	0
0	15
1	5
0	0
4	0
0	0
0	0
0	0
1	0
1	0
6	0
1	0
2	0
12	0
3	1
5	0
8	0
4	0
4	0
3	0
2	0
3	0
0	0
5	1
2	0
0	0
3	0
2	0
20	1
1	0
5	0
0	0
0	0
3	0
3	0
2	0
0	0
0	0
1	0
2	0
2	0
1	0
0	0
0	0
0	1
0	5
0	3
0	6
0	0
3	2
1	5
0	3
0	0
1	1
0	4
0	0
0	0
0	0
0	13
0	1
0	7
0	3
0	7
0	2
0	0
0	2
2	0
1	0
21	1
21	0
11	0
3	0
7	1
9	0
12	1
0	0
0	2
0	5
0	0
0	0
0	4
0	19
0	26
0	2
0	1
0	7
0	12
0	32
0	19
0	0
1	469
18	956
242	1
412	2
32	446
1	953
129	85
20	122
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
400	4872
0	3567
0	7
0	9195
0	21294
0	22732
0	16360
0	1705
0	5356
0	112
0	1752
6	8022
0	9195
0	21294
0	22732
0	16360
7	2017
1	3567
0	112
72	1484
0	1752
0	1108
3495	4271
886	4260
48	9
7	2219
0	2214
0	6
0	7
17	1336
0	1705
5	4446
0	5356
21093	78
0	41
0	64
103	33
0	357
0	483
0	0
0	5
0	109
0	46
2	0
0	2
5	66
0	144
0	115
0	51
0	44
0	33
0	10
0	181
1	161
0	260
99	194
1	236
0	0
0	63
0	36
0	23
0	57
0	148
2	58
0	43
0	25
0	5
