"baseMean"	"log2FoldChange"	"lfcSE"	"pvalue"	"padj"	"symbol"
"ENSG00000183908"	71.5658059870634	-4.08628339150051	0.503176813141068	1.14575655587944e-20	2.80197549547806e-19	"LRRC55"
"ENSG00000163827"	178.93273701456	-3.72293925576508	0.477795141960678	1.1571091720144e-20	2.82612462395956e-19	"LRRC2"
"ENSG00000116138"	781.056954799427	-2.34994809202335	0.272001641692149	1.17713494887342e-20	2.87136846457338e-19	"DNAJC16"
"ENSG00000099769"	1224.17418149351	-4.55200811558344	0.684156695561125	1.1852428201132e-20	2.88746289068087e-19	"IGFALS"
"ENSG00000197417"	342.077110560635	-1.83029565928287	0.205408490338579	1.21901062477561e-20	2.96594900613342e-19	"SHPK"
"ENSG00000101577"	2837.65452236271	-2.28078562825364	0.264196884509525	1.27177840303714e-20	3.09040535955302e-19	"LPIN2"
"ENSG00000176170"	622.097670557372	3.1846464986358	0.388842814161078	1.3723180937357e-20	3.33048365794437e-19	"SPHK1"
"ENSG00000244414"	13248.1268317148	-6.27286410045028	1.04876188038918	1.3782613137829e-20	3.34066785358482e-19	"CFHR1"
"ENSG00000138722"	259.186420468124	-2.99974540521398	0.356347142575921	1.39803343332386e-20	3.38430270618804e-19	"MMRN1"
"ENSG00000132692"	60.0855810328872	6.59902019695553	0.895518575680752	1.60174734538391e-20	3.86277632195735e-19	"BCAN"
"ENSG00000123352"	510.441518298714	1.75856922836587	0.197161725192239	1.69714721282163e-20	4.08768807279608e-19	"SPATS2"
"ENSG00000143367"	250.636457119136	1.88297901779643	0.211907656769294	1.70102327173947e-20	4.09187032059693e-19	"TUFT1"
"ENSG00000162482"	2764.02836782651	-4.52008566556887	0.657509619109334	1.70531447885099e-20	4.09703945898823e-19	"AKR7A3"
"ENSG00000186212"	310.067236935677	-2.87591944312267	0.348297323201378	1.80163764714115e-20	4.32302614352916e-19	"SOWAHB"
"ENSG00000184216"	1552.15443701592	1.41021306285497	0.15593895949589	1.83832850651067e-20	4.40553814016417e-19	"IRAK1"
"ENSG00000145476"	2016.3732682023	-2.20448065610303	0.254347702952253	1.94273077631166e-20	4.64991030865886e-19	"CYP4V2"
"ENSG00000171385"	656.453142928353	-2.99686544976267	0.366539715073073	2.27731700676389e-20	5.43712989230371e-19	"KCND3"
"ENSG00000093217"	437.707127121946	-2.60421575124842	0.309420827225987	2.4523867063728e-20	5.84781089434831e-19	"XYLB"
"ENSG00000140297"	276.125222085904	3.81479199076974	0.496814310235121	2.48240372516199e-20	5.91201604483161e-19	"GCNT3"
"ENSG00000164120"	1293.15130485742	-4.98741637412644	0.773427441773117	2.5048403403729e-20	5.95803068026012e-19	"HPGD"
"ENSG00000196990"	63.7275649270009	-3.93036195983798	0.486853838993611	2.57469172750615e-20	6.11657199960592e-19	"FAM163B"
"ENSG00000143416"	2704.00570292626	-3.22410365353576	0.410833509001915	2.62688836119261e-20	6.23283039943517e-19	"SELENBP1"
"ENSG00000182853"	100.643277680017	-2.15775026610059	0.246702248608818	2.65519164167899e-20	6.2921790527223e-19	"VMO1"
"ENSG00000196502"	2755.60633197302	-2.6677374975396	0.320749671330955	2.7367268777315e-20	6.47737188239322e-19	"SULT1A1"
"ENSG00000136628"	2092.52295234795	1.51367436138412	0.169433008546673	2.88818692680481e-20	6.8274025696187e-19	"EPRS1"
"ENSG00000119772"	421.118271223283	1.27641786334048	0.141276997194097	2.92975118508722e-20	6.91710637822322e-19	"DNMT3A"
"ENSG00000154269"	54.0824278608796	-4.0171035921864	0.514079998004654	3.06849490957312e-20	7.23574557961483e-19	"ENPP3"
"ENSG00000144331"	144.118260777245	-4.03007712891701	0.521582713292395	3.14319106905507e-20	7.40275689711936e-19	"ZNF385B"
"ENSG00000179051"	574.272044022074	1.71632171225634	0.193639103514705	3.21633842011068e-20	7.5564196494099e-19	"RCC2"
"ENSG00000198899"	252597.232437739	-1.72566571541962	0.195832566501182	3.58006746965554e-20	8.40063929934879e-19	"MT-ATP6"
"ENSG00000198901"	383.208134757813	3.34733965135343	0.420351749920084	3.59919233632732e-20	8.43516596077496e-19	"PRC1"
"ENSG00000122121"	778.544589208188	-6.90601214534345	1.11907501719563	3.9092665152381e-20	9.15065028609712e-19	"XPNPEP2"
"ENSG00000178537"	1305.08109164899	-2.73815547928887	0.332479775561552	4.00393797499632e-20	9.34936628007687e-19	"SLC25A20"
"ENSG00000104325"	3044.93239677803	-1.91035899785002	0.218987403535716	4.12928428669147e-20	9.63029667057166e-19	"DECR1"
"ENSG00000197272"	70.4011769469819	-4.82784712501039	0.652790342397622	4.42136877275802e-20	1.02989350073355e-18	"IL27"
"ENSG00000171843"	295.03628399725	2.78401941913833	0.33647157955003	4.46363921529392e-20	1.03847489480877e-18	"MLLT3"
"ENSG00000166927"	1242.29109061588	-2.32758001031405	0.273465776951038	4.58024224590663e-20	1.06430805237811e-18	"MS4A7"
"ENSG00000110427"	80.0163588151973	4.51564405068704	0.565085476078457	4.61858163986217e-20	1.07191450583403e-18	"KIAA1549L"
"ENSG00000009765"	748.447322810231	-4.08557094189896	0.589419593896715	4.92335874366987e-20	1.14126439532052e-18	"IYD"
"ENSG00000119471"	1735.40533161982	-2.1866501727298	0.255750019092769	5.05807253788976e-20	1.171072387586e-18	"HSDL2"
"ENSG00000135373"	1251.57998735717	3.86383820987275	0.511353117128946	5.19537275273673e-20	1.20140639085051e-18	"EHF"
"ENSG00000115042"	1072.56048328432	-2.26964556706627	0.265000058515605	5.35233075073375e-20	1.23620740672744e-18	"FAHD2A"
"ENSG00000162595"	58.3362165416101	-3.49940059759431	0.436298591922262	5.46502194811046e-20	1.26071266267388e-18	"DIRAS3"
"ENSG00000166851"	197.559123173147	3.3654501685449	0.425885586820666	6.23320861731384e-20	1.43619134454831e-18	"PLK1"
"ENSG00000076555"	1567.4427975538	-2.49585808096949	0.29722872255388	6.26939626768217e-20	1.44279102554938e-18	"ACACB"
"ENSG00000151746"	156.552492742197	2.5371138565941	0.298629849717144	6.29694923644536e-20	1.44739011055025e-18	"BICD1"
"ENSG00000184226"	114.92999079696	-2.01558727181172	0.231558438840603	6.52282390876462e-20	1.49750881670125e-18	"PCDH9"
"ENSG00000216588"	89.6205097404248	-4.36263695071497	0.586211926175668	6.55035650514694e-20	1.50202659237926e-18	"IGSF23"
"ENSG00000145850"	288.267933088696	-5.05886502281705	0.82144216485296	6.70877961808597e-20	1.5365113942069e-18	"TIMD4"
"ENSG00000159921"	1825.04561513025	-2.09677088216114	0.244799600177713	7.03135989725505e-20	1.608465630085e-18	"GNE"
"ENSG00000213977"	948.11780993944	1.80672800765125	0.207310036631128	7.16088846193353e-20	1.63613895992852e-18	"TAX1BP3"
"ENSG00000141934"	1089.79435572326	3.87194395795159	0.486755909349254	7.62235072641551e-20	1.73949684119296e-18	"PLPP2"
"ENSG00000162897"	80.3014464839316	-4.40881422344886	0.615140103283169	7.78324715327318e-20	1.77409795660544e-18	"FCAMR"
"ENSG00000198554"	108.827804730792	2.64024945041898	0.312929395708505	7.83856485160179e-20	1.78457993121467e-18	"WDHD1"
"ENSG00000148339"	1280.41525925453	-2.50231541304472	0.301862220202005	7.93880488882963e-20	1.80525213667037e-18	"SLC25A25"
"ENSG00000101405"	50.1806211894224	-5.24851551889604	0.72855021896571	8.13331577587825e-20	1.84728659023629e-18	"OXT"
"ENSG00000176597"	194.358134896477	3.04094836021003	0.375746202154698	8.23828932097826e-20	1.86890919305324e-18	"B3GNT5"
"ENSG00000141753"	11200.945911265	-2.33422336067725	0.278497056291737	8.25910563453506e-20	1.87141156581574e-18	"IGFBP4"
"ENSG00000196932"	92.2892408709882	-2.43253027976397	0.285432013291214	8.34810356665593e-20	1.88933884744057e-18	"TMEM26"
"ENSG00000160712"	1406.53867145537	-2.3254853401875	0.275416733366155	8.47131287317527e-20	1.91495729771399e-18	"IL6R"
"ENSG00000134532"	185.551675773521	-3.40549795885624	0.440649179464737	8.62208803211398e-20	1.94673921518474e-18	"SOX5"
"ENSG00000143196"	446.404742032276	-4.24465764429745	0.570662384154283	8.68034456603633e-20	1.95758147972734e-18	"DPT"
"ENSG00000157087"	878.92255674529	-5.13835834798209	0.889957159070722	9.19951405565645e-20	2.07222033922702e-18	"ATP2B2"
"ENSG00000164976"	1220.96795519815	-2.24408495804556	0.265837562750754	9.69301381519027e-20	2.18081407296116e-18	"MYORG"
"ENSG00000104883"	168.394103167484	-2.47379653845659	0.295391076913394	1.07537517056138e-19	2.41378811758403e-18	"PEX11G"
"ENSG00000260314"	1609.13491839417	-2.7312767807641	0.335354366667018	1.11520002401205e-19	2.50024446180614e-18	"MRC1"
"ENSG00000264006"	49.9371360697888	-4.78530850661804	0.665391827303586	1.13487245417593e-19	2.54137011869561e-18	"AKR1C8"
"ENSG00000175899"	29633.296227905	-2.7518129733822	0.340214039354086	1.18196617424628e-19	2.64373346389308e-18	"A2M"
"ENSG00000164199"	266.290647209354	-2.08466162501874	0.244429178194675	1.22897519842528e-19	2.74246460848133e-18	"ADGRV1"
"ENSG00000142484"	810.358098712115	-4.05572677553397	0.557378075466798	1.23887519281192e-19	2.76133440411832e-18	"TM4SF5"
"ENSG00000144040"	850.416848454984	-2.33530387344713	0.277097333959227	1.25343911231589e-19	2.78963611637551e-18	"SFXN5"
"ENSG00000143569"	1586.16591056414	1.17054850209676	0.131591003821748	1.32305217042485e-19	2.93527258784278e-18	"UBAP2L"
"ENSG00000162688"	984.366701666379	-2.07045361503681	0.2434742848379	1.37020270121079e-19	3.03635648411995e-18	"AGL"
"ENSG00000184402"	468.944860266693	-1.4795806463287	0.168456521077697	1.42807881006549e-19	3.1609466624644e-18	"SS18L1"
"ENSG00000137171"	1292.0289700328	-1.68589056366796	0.194533055834546	1.5081126392584e-19	3.33423654487603e-18	"KLC4"
"ENSG00000243710"	121.065085283378	-4.12174023063886	0.566047788539853	1.55035951288698e-19	3.42368075340077e-18	"CFAP57"
"ENSG00000155970"	135.428891155854	-3.38265266878003	0.431960113956989	1.6048646099717e-19	3.53995741650506e-18	"MICU3"
"ENSG00000132361"	2534.51594821408	-1.63852960525234	0.188768965815641	1.64140912362183e-19	3.61639494010873e-18	"CLUH"
"ENSG00000102910"	2857.02947635927	-1.7161956914213	0.198298919221179	1.64838613685572e-19	3.62758762729906e-18	"LONP2"
"ENSG00000223417"	40.0652575409127	-2.18313336490437	0.25098946569059	1.97281376781076e-19	4.33656212593253e-18	"TRIM49D1"
"ENSG00000079462"	351.74124490362	2.22662633787444	0.264962651800889	2.04223365045967e-19	4.48400417122741e-18	"PAFAH1B3"
"ENSG00000166035"	1962.7893059243	-4.28634532206526	0.661953529822668	2.21508443163593e-19	4.85794434295935e-18	"LIPC"
"ENSG00000129993"	109.352361814744	-2.93679937897391	0.365536679228178	2.23020381727761e-19	4.88550032091834e-18	"CBFA2T3"
"ENSG00000172893"	1197.36588753582	-1.91888520351388	0.225476921321369	2.27076861497638e-19	4.96867036530988e-18	"DHCR7"
"ENSG00000178301"	179.921815467944	-3.42026121608713	0.443982534302609	2.50086651217799e-19	5.46589384901622e-18	"AQP11"
"ENSG00000126106"	472.138210015004	-1.87052591743986	0.219253445788251	2.63441154076799e-19	5.75119706685468e-18	"TMEM53"
"ENSG00000247627"	514.402073574114	-1.80137827512718	0.210325647856982	2.88813481417952e-19	6.29791222193491e-18	"MTND4P12"
"ENSG00000169258"	67.8659632848437	3.33804032711687	0.412469865911679	2.94341610102774e-19	6.41114914761441e-18	"GPRIN1"
"ENSG00000212907"	68358.5423102745	-1.87620492109032	0.220848688756739	2.9791297755538e-19	6.48155606685903e-18	"MT-ND4L"
"ENSG00000198786"	124606.431619246	-1.81960879973051	0.2135319488029	3.02699120475236e-19	6.57820224996411e-18	"MT-ND5"
"ENSG00000181191"	303.88651711054	1.22035008732093	0.138553741957865	3.07361330812572e-19	6.67193880869425e-18	"PJA1"
"ENSG00000072778"	7320.92380128275	-1.54978331191198	0.179263892793971	3.09133857751098e-19	6.70280713790477e-18	"ACADVL"
"ENSG00000073169"	873.596606164114	-1.98160954981717	0.234414838154784	3.18393832309441e-19	6.89576857201105e-18	"SELENOO"
"ENSG00000152270"	586.290827578275	-2.71606372970038	0.340196740684345	3.19089716692133e-19	6.9030223326022e-18	"PDE3B"
"ENSG00000170011"	274.132233790973	-3.70343482449335	0.499059046964946	3.31279959279228e-19	7.15056201044691e-18	"MYRIP"
"ENSG00000187109"	4617.61323478375	1.30628852673019	0.149649356768657	3.31080011887859e-19	7.15056201044691e-18	"NAP1L1"
"ENSG00000149131"	29920.329983874	-2.69742531743555	0.334472637014145	3.65144159192612e-19	7.87262333754172e-18	"SERPING1"
"ENSG00000102316"	1957.01556103525	1.06170008711871	0.120518132901099	3.69155742676563e-19	7.9501513771921e-18	"MAGED2"
"ENSG00000134690"	142.724932843274	3.24736849379143	0.411774683966833	3.81267252292572e-19	8.20174908081344e-18	"CDCA8"
"ENSG00000010610"	2226.76622638945	-2.15539699369991	0.259137167728067	3.86173506446905e-19	8.2979574576299e-18	"CD4"
"ENSG00000205358"	1392.75028864925	-5.98969481586679	0.966697208335213	4.19887076746141e-19	9.01225640369608e-18	"MT1H"
"ENSG00000141526"	1129.90842877443	3.0906636716222	0.401164721363919	4.27761751561629e-19	9.16071191138251e-18	"SLC16A3"
"ENSG00000131473"	1359.30948001142	1.21896628882147	0.139479064486543	4.48279826544889e-19	9.58937740810343e-18	"ACLY"
"ENSG00000100012"	17.197532036289	-4.40239504232388	0.546323130724154	4.66879840163026e-19	9.97610062936058e-18	"SEC14L3"
"ENSG00000170373"	977.415983391134	6.9789694516503	1.14688166768835	4.82226005283168e-19	1.02925113002626e-17	"CST1"
"ENSG00000120437"	1134.82428197086	-2.43482867652489	0.300394650048982	5.32154443732425e-19	1.13455090099653e-17	"ACAT2"
"ENSG00000164904"	2541.66749090485	-2.02803854287036	0.242792085874897	5.75654020919265e-19	1.22456145673638e-17	"ALDH7A1"
"ENSG00000169752"	35.1631539637424	-3.84717700240328	0.513281851870011	5.86296357733231e-19	1.24581461614337e-17	"NRG4"
"ENSG00000046604"	2271.98815137092	2.31456166409381	0.280033344483932	5.92291951605977e-19	1.25715774500696e-17	"DSG2"
"ENSG00000123843"	2879.36890157808	-4.40514627345513	0.68756265859338	6.32338669229765e-19	1.34067014527162e-17	"C4BPB"
"ENSG00000137807"	164.440885364337	3.31683403263945	0.425729703850308	6.36841447735518e-19	1.34872157768483e-17	"KIF23"
"ENSG00000112299"	3328.44242742275	-3.80454840868941	0.559165559861584	6.38318996434229e-19	1.3503553636956e-17	"VNN1"
"ENSG00000095321"	1925.29786479783	-1.93401603053393	0.230129753079525	6.42209273342283e-19	1.35708399374562e-17	"CRAT"
"ENSG00000137700"	1929.1004900433	-2.18365710664544	0.264370978329986	6.83106439429632e-19	1.44191253285345e-17	"SLC37A4"
"ENSG00000124374"	475.586200756199	-2.93468626665431	0.379507474077976	8.32116405712913e-19	1.75450872578321e-17	"PAIP2B"
"ENSG00000168913"	83.7134199168935	-4.00024172381245	0.550499130935473	8.48292552672728e-19	1.78664612084948e-17	"ENHO"
"ENSG00000164741"	727.1687337319	-1.81229327423196	0.215689256803567	9.25946536485877e-19	1.9459122597534e-17	"DLC1"
"ENSG00000120279"	176.774551361452	-2.14897760818717	0.259207112941533	9.59308318156948e-19	2.01381034867546e-17	"MYCT1"
"ENSG00000165060"	354.774528229506	-1.72874379937784	0.204370223865736	1.00205195266487e-18	2.10123262530295e-17	"FXN"
"ENSG00000165891"	39.9478280144851	4.31259558222956	0.561630177873811	1.09741815287083e-18	2.29868836314368e-17	"E2F7"
"ENSG00000172594"	649.506103582703	-2.12259964658866	0.257161866539423	1.09901705785091e-18	2.2995188418316e-17	"SMPDL3A"
"ENSG00000198736"	1783.32120513322	-1.90623766707716	0.229028787614183	1.10498560066522e-18	2.30948028711712e-17	"MSRB1"
"ENSG00000197312"	1191.92323225347	-1.58594817705968	0.187272882834941	1.11748525362083e-18	2.33305545745031e-17	"DDI2"
"ENSG00000149179"	264.851513300135	1.59393525879924	0.187014336351724	1.27865682014469e-18	2.66083057980925e-17	"CSTPP1"
"ENSG00000115457"	4953.11242768475	-3.73119353662887	0.515093813754878	1.28647041142838e-18	2.67418045088655e-17	"IGFBP2"
"ENSG00000117281"	48.7801955180227	-3.34589916798268	0.431713652566128	1.30741048872374e-18	2.71475767495688e-17	"CD160"
"ENSG00000011426"	256.970187617277	4.1557832859325	0.593336914397518	1.33642395872907e-18	2.77199260159813e-17	"ANLN"
"ENSG00000163159"	631.937129264896	1.32750141356734	0.154818504108326	1.37101092867739e-18	2.84065146262474e-17	"VPS72"
"ENSG00000108551"	692.022324216992	-3.25921143857861	0.441763232343114	1.41050674013158e-18	2.91932152578748e-17	"RASD1"
"ENSG00000147799"	79.0547024168511	2.20909067557107	0.264962934143823	1.42372672830312e-18	2.94349729211556e-17	"ARHGAP39"
"ENSG00000198515"	407.327714354851	-4.1104205927009	0.611240289011288	1.48094325282714e-18	3.0584836681497e-17	"CNGA1"
"ENSG00000164742"	487.359905127958	-2.85758791182961	0.372799941096511	1.50953130504572e-18	3.11416145390446e-17	"ADCY1"
"ENSG00000060566"	2868.92344916364	-5.7633436665672	1.10012135281241	1.55518003143306e-18	3.20487746994891e-17	"CREB3L3"
"ENSG00000170608"	887.978660149904	-2.93087422504891	0.381880756562625	1.56676912255993e-18	3.22528446715136e-17	"FOXA3"
"ENSG00000149150"	1286.15599738679	-2.6080960045645	0.330995988965695	1.59679154103741e-18	3.28355284202144e-17	"SLC43A1"
"ENSG00000197415"	240.154576048685	3.32868116356493	0.439381745643264	1.63789514500753e-18	3.3644582978651e-17	"VEPH1"
"ENSG00000163348"	557.394457880124	1.14735343648814	0.133608075568733	1.70374094664558e-18	3.49595942743027e-17	"PYGO2"
"ENSG00000100504"	1708.57967981449	-2.42582051056591	0.300843914472408	1.79058477192811e-18	3.67021899017718e-17	"PYGL"
"ENSG00000117394"	855.230519543633	3.11952480520329	0.412896913784958	1.83357553366789e-18	3.75431461518895e-17	"SLC2A1"
"ENSG00000184227"	264.415970261201	-2.46295113958804	0.307727812271199	1.83761047410245e-18	3.75855216114816e-17	"ACOT1"
"ENSG00000136160"	456.039718093966	-2.41617186073674	0.300576058585132	1.90267310873671e-18	3.88747014225223e-17	"EDNRB"
"ENSG00000116016"	3297.46871454889	-1.52880197337765	0.18115667104773	1.94495126621167e-18	3.96961024706851e-17	"EPAS1"
"ENSG00000101856"	4960.64724119729	-2.23085057253292	0.276501474229881	1.9734531407018e-18	4.02348804507261e-17	"PGRMC1"
"ENSG00000177138"	32.6094863880612	-3.30480990425646	0.421009980717532	2.31730348034896e-18	4.71950071972241e-17	"FAM9B"
"ENSG00000010810"	615.774936321246	-2.15044141138309	0.264853125406381	2.32584485640961e-18	4.73185713127419e-17	"FYN"
"ENSG00000198682"	1221.59267168534	-2.45034635480601	0.309953336623258	2.42769164780406e-18	4.93381244129702e-17	"PAPSS2"
"ENSG00000156711"	552.754150609788	2.24676851745289	0.279746468657486	2.48836300687262e-18	5.05174672435584e-17	"MAPK13"
"ENSG00000076258"	427.184633436575	-2.7368949260321	0.352930330726912	2.59981701683312e-18	5.27241788228171e-17	"FMO4"
"ENSG00000180346"	275.005656680989	-2.1729857532538	0.268023983920956	2.6315320640069e-18	5.33108254153262e-17	"TIGD2"
"ENSG00000101076"	2780.82258351625	-2.46527164730437	0.313179097846616	2.73331160469994e-18	5.53141281780757e-17	"HNF4A"
"ENSG00000112304"	1525.71676417979	-1.88195142396718	0.228651568194841	2.97070081012169e-18	5.99912167822251e-17	"ACOT13"
"ENSG00000170458"	5313.6331122116	-2.78764842711202	0.362579950320445	3.10557648709298e-18	6.26487813704284e-17	"CD14"
"ENSG00000211454"	284.154679060658	-3.56157502959049	0.506228594581019	3.51055731693148e-18	7.06693664515764e-17	"AKR7L"
"ENSG00000157470"	73.3241405312943	3.9900141448061	0.540727405266567	3.59642321837232e-18	7.23217640674576e-17	"FAM81A"
"ENSG00000108242"	1366.53223206885	-4.02045771189925	0.62020688169327	3.70975979435241e-18	7.45225276336087e-17	"CYP2C18"
"ENSG00000007001"	71.8090475362258	-4.25609551350776	0.590638057653827	4.11037854867634e-18	8.24836089872889e-17	"UPP2"
"ENSG00000166211"	25.8101343625636	-5.35987617326944	0.755006047889928	4.2110027946646e-18	8.44142740515365e-17	"SPIC"
"ENSG00000110324"	700.448726639485	-1.94628447411779	0.238572695014447	4.42867159602515e-18	8.86847283794608e-17	"IL10RA"
"ENSG00000196620"	1042.29698075803	-4.41554814473785	0.691114213104685	4.53551570137603e-18	9.06344851338717e-17	"UGT2B15"
"ENSG00000143061"	429.298228224674	3.48205200850814	0.473743663964002	4.61511744188929e-18	9.19369853736362e-17	"IGSF3"
"ENSG00000166902"	684.845958562381	-1.06446898002256	0.125073611635331	4.61503232775748e-18	9.19369853736362e-17	"MRPL16"
"ENSG00000258818"	3099.7216715145	-2.80135209626535	0.371286956831089	4.6128346171302e-18	9.19369853736362e-17	"RNASE4"
"ENSG00000138160"	204.550469933061	2.73326252962183	0.351683744033492	4.94285404719735e-18	9.83633098840812e-17	"KIF11"
"ENSG00000135269"	832.193754276285	1.81904191239488	0.22129456582447	5.10355198386066e-18	1.01455642556498e-16	"TES"
"ENSG00000198648"	216.053282624396	2.29908112950467	0.287000377629286	5.20840331270698e-18	1.03432507738534e-16	"STK39"
"ENSG00000108515"	780.127182863328	-3.10039891258332	0.416064234971482	5.28009283091369e-18	1.04747401761819e-16	"ENO3"
"ENSG00000169679"	136.765824745572	3.22938655502012	0.42989409178411	5.30803403142944e-18	1.0519258323011e-16	"BUB1"
"ENSG00000126787"	117.246658344091	3.58349458569854	0.486214345913326	5.52174480980972e-18	1.09314542176813e-16	"DLGAP5"
"ENSG00000107562"	3187.54698769804	-3.17473429908501	0.426112143980198	5.74152249182196e-18	1.13547958773116e-16	"CXCL12"
"ENSG00000102554"	362.467140215608	3.07108101437569	0.415905204410927	5.82002784892426e-18	1.14981624569037e-16	"KLF5"
"ENSG00000165376"	615.629942289075	-4.06573778867618	0.627977192558265	5.90758782941085e-18	1.16591031630189e-16	"CLDN2"
"ENSG00000102225"	845.597592819367	1.27560878663341	0.151595804612581	6.086054183054e-18	1.19989381646108e-16	"CDK16"
"ENSG00000172724"	628.532799512695	-4.11259388674232	0.625091719457799	6.10613345328586e-18	1.20261273079958e-16	"CCL19"
"ENSG00000101605"	470.144240379397	-3.31082058569373	0.45709758626706	6.31791874620728e-18	1.24304401339988e-16	"MYOM1"
"ENSG00000101057"	289.566363799441	4.16132685281895	0.633985653088039	6.40628628685891e-18	1.25913482990637e-16	"MYBL2"
"ENSG00000040275"	131.26406231564	1.81274225700964	0.219130746735383	6.638388076735e-18	1.30341410245873e-16	"SPDL1"
"ENSG00000164398"	93.1508489251015	-2.36524885233615	0.295310313841333	6.82961946594422e-18	1.339586078633e-16	"ACSL6"
"ENSG00000241644"	913.678277495651	-2.41486811804792	0.306581396983982	6.95071989630485e-18	1.36194228787842e-16	"INMT"
"ENSG00000139514"	391.676310103936	2.78933742586953	0.366324067164433	7.1201694224934e-18	1.39371668409175e-16	"SLC7A1"
"ENSG00000205835"	32.6170912751363	-4.73399890875512	0.662790296404353	7.32464342969304e-18	1.43227485633384e-16	"GMNC"
"ENSG00000171596"	32.3530389319285	-2.09985731510219	0.253813460456854	7.65012126141152e-18	1.49439140963467e-16	"NMUR1"
"ENSG00000138180"	164.124093086933	3.55250935563212	0.500826104585942	7.85739861363845e-18	1.53331521517573e-16	"CEP55"
"ENSG00000073111"	584.959364863658	2.75211083418966	0.360231005995264	8.60143967882422e-18	1.67679849559464e-16	"MCM2"
"ENSG00000156222"	478.589344172048	-4.33213368770273	0.70305982998602	9.05538487663011e-18	1.76349470856084e-16	"SLC28A1"
"ENSG00000141295"	643.8249519906	-1.35639343124547	0.162716572291952	9.24670868716813e-18	1.79892224754225e-16	"SCRN2"
"ENSG00000186204"	564.981201150294	-4.37652128309301	0.696522632911742	9.29665683350274e-18	1.8049671602427e-16	"CYP4F12"
"ENSG00000106069"	374.609643543341	-1.91658277007438	0.237031896762542	9.59072984181594e-18	1.86017360542483e-16	"CHN2"
"ENSG00000166171"	187.780574106432	1.81757222150596	0.222597691433087	9.80026149984699e-18	1.89888754734624e-16	"DPCD"
"ENSG00000109072"	70491.0277447056	-4.20334098661242	0.653302194421754	9.91207307313346e-18	1.91860815233405e-16	"VTN"
"ENSG00000171236"	8290.13956889757	-3.4949830103665	0.500786537225935	1.06129508893014e-17	2.05219487165824e-16	"LRG1"
"ENSG00000124225"	2370.52653465745	3.77973120152848	0.534871777887015	1.08397191456722e-17	2.09323169450118e-16	"PMEPA1"
"ENSG00000149639"	465.548243331125	1.75776424703357	0.215106600105561	1.08470644700412e-17	2.09323169450118e-16	"MTCL2"
"ENSG00000114790"	271.343312973994	-3.11596536345784	0.426046288992954	1.13076661914756e-17	2.17991742183246e-16	"ARHGEF26"
"ENSG00000152377"	119.855078637296	4.63915471270668	0.665311104148255	1.15239755801388e-17	2.21938075523237e-16	"SPOCK1"
"ENSG00000165304"	101.89807447421	3.62591201278597	0.497636105099884	1.15686050465612e-17	2.22573443571867e-16	"MELK"
"ENSG00000165841"	346.075180327292	-3.55563541473449	0.5093468362369	1.17867680353127e-17	2.26542866238513e-16	"CYP2C19"
"ENSG00000166669"	438.254764732945	-2.90373565098212	0.389637320276859	1.18017578656399e-17	2.26603230343873e-16	"ATF7IP2"
"ENSG00000185803"	476.156341603925	2.04855723101545	0.256612631813413	1.20123644081235e-17	2.30415704053113e-16	"SLC52A2"
"ENSG00000174996"	220.102195245981	1.81566314186053	0.223272089962126	1.26363163327368e-17	2.42141195939136e-16	"KLC2"
"ENSG00000106636"	1018.43794390997	1.3883898107766	0.167622319435315	1.32233389252694e-17	2.53136269876729e-16	"YKT6"
"ENSG00000100162"	135.632508719394	3.61442065837925	0.50818247884418	1.41749376228116e-17	2.70810696402247e-16	"CENPM"
"ENSG00000167642"	2217.54264574694	3.0437994198363	0.413349905928684	1.65707380270296e-17	3.16266261505902e-16	"SPINT2"
"ENSG00000127564"	92.3016763250961	3.14811685053855	0.421889872848244	1.72925370799456e-17	3.29713339099581e-16	"PKMYT1"
"ENSG00000114779"	1849.4045269467	-1.67327987977054	0.206486294102437	1.76033125294271e-17	3.35304530690004e-16	"ABHD14B"
"ENSG00000162613"	1069.44695737945	1.34811660577656	0.163387656736449	1.89278520256097e-17	3.60175365311203e-16	"FUBP1"
"ENSG00000029559"	288.969618385168	6.53669955161967	1.03735868327884	1.89907052716416e-17	3.6101217456747e-16	"IBSP"
"ENSG00000206340"	11460.0637220627	-3.61975227654681	0.536731692605322	2.09010739046342e-17	3.96933602137264e-16	"C4A"
"ENSG00000146242"	147.992050233845	2.81182501872066	0.373410829282543	2.1380857710386e-17	4.05642383783157e-16	"TPBG"
"ENSG00000168994"	1615.97253553309	-2.03411186988208	0.256855619899629	2.15294449732346e-17	4.08056596301425e-16	"PXDC1"
"ENSG00000147223"	26.5243643385782	-5.49180414446274	0.868715308844928	2.22668827158671e-17	4.21615707978457e-16	"RIPPLY1"
"ENSG00000145545"	1004.2586496378	-1.82100815438575	0.227473277422349	2.23705188542487e-17	4.23159052985809e-16	"SRD5A1"
"ENSG00000198886"	304298.962967322	-1.61633519618682	0.199703863937674	2.35363003075354e-17	4.4477095561394e-16	"MT-ND4"
"ENSG00000074410"	138.574006272306	4.18437366457737	0.616215502981576	2.37306810075181e-17	4.48001523778654e-16	"CA12"
"ENSG00000132744"	238.023111017559	-3.43534043033898	0.484826040627883	2.43002623847752e-17	4.58301989986629e-16	"ACY3"
