UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	3
0	0
0	0
0	0
0	0
1	5
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	2
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	2
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	2
0	0
0	0
0	0
0	0
0	0
2	0
1	0
1	0
1	0
0	0
0	0
0	0
0	2
0	0
0	0
0	1
0	1
0	0
0	0
0	3
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
7	5
1	0
0	0
1	0
1	0
1	0
1	0
0	0
3	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
1	0
0	0
0	0
0	0
0	0
1	0
0	0
1	0
0	0
0	0
0	0
0	0
0	1
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	3
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
1	0
2	0
3	0
1	0
1	0
0	0
1	0
0	0
0	0
0	2
0	0
0	0
0	0
0	1
0	5
0	0
0	0
0	0
0	0
0	2
0	0
0	0
0	22
1	28
4	0
82	1
1	21
0	27
6	0
2	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
29	297
0	573
0	13
0	1386
0	1806
0	2114
0	1332
0	365
0	1238
0	8
0	246
0	1271
0	1386
0	1806
0	2114
0	1332
0	377
0	573
0	8
0	204
0	246
0	257
349	751
76	734
0	3
1	194
4	200
0	10
0	13
0	205
0	365
0	1046
0	1239
2022	25
0	5
0	2
9	4
0	36
0	40
0	0
0	2
0	3
0	7
0	0
0	2
0	6
0	3
0	14
0	13
0	33
0	3
0	0
0	30
0	21
0	67
8	18
0	34
0	0
0	0
0	17
0	4
0	5
0	59
1	5
0	6
0	8
0	0
1	31
0	58
0	33
0	3
