UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	0
0	2
0	0
0	0
0	0
0	0
0	2
0	0
0	0
0	1
0	0
0	1
0	2
0	0
0	4
3	0
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	6
0	4
0	0
0	0
0	0
0	2
0	3
0	0
0	0
0	0
0	2
0	0
0	0
0	1
0	0
0	1
0	0
0	1
0	1
0	0
0	1
0	0
0	7
0	0
0	1
5	0
0	0
0	0
0	3
0	0
5	0
0	0
1	0
1	0
0	0
0	2
0	2
0	0
0	2
0	1
0	0
0	2
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
1	0
1	0
1	0
2	0
0	0
1	0
0	0
0	0
0	0
1	0
1	0
0	0
0	0
0	0
0	0
1	0
0	0
1	0
1	1
2	0
0	0
1	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	1
1	1
0	0
0	0
0	0
0	1
0	0
0	0
0	4
0	0
0	1
0	0
0	2
0	0
0	1
0	1
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	1
1	0
0	0
3	1
0	0
2	0
3	0
7	0
7	0
1	1
0	1
0	0
0	1
0	0
0	0
0	0
0	0
0	4
0	0
0	0
0	2
0	1
0	6
0	7
0	0
0	52
4	106
39	1
75	0
1	50
0	104
16	7
5	11
0	1
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	292
0	561
0	0
0	846
0	2104
0	2654
0	1706
0	467
0	1159
0	7
0	1065
2	641
0	846
0	2104
0	2654
0	1706
0	350
0	561
0	7
4	868
0	1065
0	379
272	528
182	527
3	2
3	125
49	125
0	0
0	0
2	214
0	467
3	856
0	1159
2790	27
0	1
0	2
4	6
0	59
0	69
0	0
0	0
0	8
0	6
0	1
0	1
1	5
0	22
0	52
0	6
0	15
0	1
0	0
0	42
0	47
0	78
10	24
1	25
0	0
0	2
0	12
0	2
0	3
0	50
2	6
0	1
0	7
0	1
0	47
0	39
0	81
0	7
0	163
