UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	3
0	4
0	0
0	2
0	0
0	0
0	0
0	3
0	0
0	0
0	0
0	2
0	1
0	0
0	4
0	0
0	0
0	2
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	0
0	0
0	1
0	0
0	0
0	0
0	0
2	0
1	0
0	4
0	2
0	0
3	0
0	0
1	0
2	0
1	0
0	0
0	2
0	0
0	0
0	1
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
1	0
0	0
1	0
0	0
0	0
1	0
0	0
2	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	1
2	0
23	0
0	0
10	0
1	0
0	0
0	0
0	0
0	0
0	0
0	1
0	3
0	3
0	0
0	0
0	0
0	2
0	0
0	0
0	131
1	299
25	0
104	0
1	124
0	298
28	26
1	29
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
68	911
0	298
0	0
0	1876
0	615
0	833
0	590
0	245
0	360
0	28
0	893
1	1258
0	1876
0	615
0	833
0	590
6	80
0	298
0	28
88	479
0	893
0	565
327	877
44	875
4	1
8	190
0	208
0	0
0	0
3	46
0	245
6	213
0	360
2536	15
0	0
0	0
4	2
0	9
0	15
0	0
0	0
0	2
0	0
0	0
0	0
0	2
0	1
0	3
0	0
0	0
0	0
0	0
0	7
0	2
0	5
0	0
0	6
0	0
0	1
0	3
0	4
0	2
0	2
1	0
0	0
0	0
0	0
0	6
0	5
0	4
0	2
0	6
0	1
0	0
