UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	1
0	0
0	1
0	6
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	5
0	4
0	0
1	13
2	1
2	2
0	0
0	0
1	3
0	0
0	0
2	0
1	2
0	0
0	9
0	5
0	2
0	1
1	0
0	15
0	1
0	0
0	1
0	0
0	3
1	9
1	0
0	3
0	1
0	0
0	3
0	1
0	2
0	2
0	3
1	0
0	4
0	1
0	0
15	1
0	0
0	1
0	1
1	0
5	0
1	0
0	0
1	0
3	0
0	4
0	0
0	3
0	3
0	3
0	3
0	15
0	0
0	3
0	1
0	0
2	0
0	0
1	0
0	0
2	0
5	0
3	0
3	0
2	0
5	0
3	0
2	0
3	0
0	0
3	0
4	0
1	0
1	0
0	0
3	0
1	0
2	0
1	0
1	0
7	0
0	0
0	0
2	0
0	0
0	0
0	0
2	0
0	0
1	0
1	0
1	0
5	0
0	0
0	0
0	0
0	0
0	1
0	2
0	5
0	1
2	2
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	1
0	1
0	2
0	0
0	0
0	2
0	0
0	0
11	0
23	0
5	0
4	1
7	2
8	0
4	2
0	0
0	2
0	0
0	0
0	0
0	0
0	6
0	13
0	0
0	9
0	0
0	5
0	9
0	4
0	0
0	193
13	349
124	0
166	0
14	182
0	345
47	25
12	66
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	801
0	2274
1	5
0	2469
0	8266
0	9967
0	7805
0	1381
0	9980
0	13
0	2403
1	2263
0	2469
0	8266
0	9967
0	7805
7	1909
0	2274
0	13
12	2103
0	2403
0	723
1727	1832
284	1825
4	4
4	481
58	481
0	5
0	5
23	1242
0	1381
18	8527
0	9980
11165	43
0	10
0	20
6	10
0	194
0	249
0	0
0	4
0	200
0	26
0	0
0	1
3	24
0	157
0	1
0	31
0	33
0	30
1	3
0	22
0	85
1	111
43	85
0	180
0	0
0	15
0	47
0	9
0	31
0	69
4	56
0	21
0	17
0	1
2	125
